82041 silly lifecycle callsite@1.0.0~preinstall: no script for preinstall, continuing
85273 info linkStuff is-extendable@0.1.1
85274 silly linkStuff is-extendable@0.1.1 has D:\zhongzi\node_modules as its parent node_modules
85275 verbose linkBins is-extendable@0.1.1
85276 verbose linkMans is-extendable@0.1.1
85277 silly build extend-shallow@2.0.1
85278 info linkStuff extend-shallow@2.0.1
85279 silly linkStuff extend-shallow@2.0.1 has D:\zhongzi\node_modules as its parent node_modules
85280 verbose linkBins extend-shallow@2.0.1
85281 verbose linkMans extend-shallow@2.0.1
85282 silly build is-extglob@1.0.0
85283 info linkStuff is-extglob@1.0.0
85284 silly linkStuff is-extglob@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85285 verbose linkBins is-extglob@1.0.0
85286 verbose linkMans is-extglob@1.0.0
85287 silly build extglob@0.3.2
85288 info linkStuff extglob@0.3.2
85289 silly linkStuff extglob@0.3.2 has D:\zhongzi\node_modules as its parent node_modules
85290 verbose linkBins extglob@0.3.2
85291 verbose linkMans extglob@0.3.2
85292 silly build is-gif@1.0.0
85293 info linkStuff is-gif@1.0.0
85294 silly linkStuff is-gif@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85295 verbose linkBins is-gif@1.0.0
85296 verbose linkMans is-gif@1.0.0
85297 silly build is-glob@2.0.1
85298 info linkStuff is-glob@2.0.1
85299 silly linkStuff is-glob@2.0.1 has D:\zhongzi\node_modules as its parent node_modules
85300 verbose linkBins is-glob@2.0.1
85301 verbose linkMans is-glob@2.0.1
85302 silly build glob-parent@2.0.0
85303 info linkStuff glob-parent@2.0.0
85304 silly linkStuff glob-parent@2.0.0 has D:\zhongzi\node_modules as its parent node_modules
85305 verbose linkBins glob-parent@2.0.0
85306 verbose linkMans glob-parent@2.0.0
85307 silly build glob-base@0.3.0
85308 info linkStuff glob-base@0.3.0
85309 silly linkStuff glob-base@0.3.0 has D:\zhongzi\node_modules as its parent node_modules
85310 verbose linkBins glob-base@0.3.0
85311 verbose linkMans glob-base@0.3.0
85312 silly build is-gzip@1.0.0
85313 info linkStuff is-gzip@1.0.0
85314 silly linkStuff is-gzip@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85315 verbose linkBins is-gzip@1.0.0
85316 verbose linkMans is-gzip@1.0.0
85317 silly build is-jpg@1.0.0
85318 info linkStuff is-jpg@1.0.0
85319 silly linkStuff is-jpg@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85320 verbose linkBins is-jpg@1.0.0
85321 verbose linkMans is-jpg@1.0.0
85322 silly build is-natural-number@2.1.1
85323 info linkStuff is-natural-number@2.1.1
85324 silly linkStuff is-natural-number@2.1.1 has D:\zhongzi\node_modules as its parent node_modules
85325 verbose linkBins is-natural-number@2.1.1
85326 verbose linkMans is-natural-number@2.1.1
85327 silly build is-obj@1.0.1
85328 info linkStuff is-obj@1.0.1
85329 silly linkStuff is-obj@1.0.1 has D:\zhongzi\node_modules as its parent node_modules
85330 verbose linkBins is-obj@1.0.1
85331 verbose linkMans is-obj@1.0.1
85332 silly build is-path-cwd@1.0.0
85333 info linkStuff is-path-cwd@1.0.0
85334 silly linkStuff is-path-cwd@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85335 verbose linkBins is-path-cwd@1.0.0
85336 verbose linkMans is-path-cwd@1.0.0
85337 silly build is-plain-obj@1.1.0
85338 info linkStuff is-plain-obj@1.1.0
85339 silly linkStuff is-plain-obj@1.1.0 has D:\zhongzi\node_modules as its parent node_modules
85340 verbose linkBins is-plain-obj@1.1.0
85341 verbose linkMans is-plain-obj@1.1.0
85342 silly build is-png@1.0.0
85343 info linkStuff is-png@1.0.0
85344 silly linkStuff is-png@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85345 verbose linkBins is-png@1.0.0
85346 verbose linkMans is-png@1.0.0
85347 silly build is-posix-bracket@0.1.1
85348 info linkStuff is-posix-bracket@0.1.1
85349 silly linkStuff is-posix-bracket@0.1.1 has D:\zhongzi\node_modules as its parent node_modules
85350 verbose linkBins is-posix-bracket@0.1.1
85351 verbose linkMans is-posix-bracket@0.1.1
85352 silly build expand-brackets@0.1.5
85353 info linkStuff expand-brackets@0.1.5
85354 silly linkStuff expand-brackets@0.1.5 has D:\zhongzi\node_modules as its parent node_modules
85355 verbose linkBins expand-brackets@0.1.5
85356 verbose linkMans expand-brackets@0.1.5
85357 silly build is-primitive@2.0.0
85358 info linkStuff is-primitive@2.0.0
85359 silly linkStuff is-primitive@2.0.0 has D:\zhongzi\node_modules as its parent node_modules
85360 verbose linkBins is-primitive@2.0.0
85361 verbose linkMans is-primitive@2.0.0
85362 silly build is-equal-shallow@0.1.3
85363 info linkStuff is-equal-shallow@0.1.3
85364 silly linkStuff is-equal-shallow@0.1.3 has D:\zhongzi\node_modules as its parent node_modules
85365 verbose linkBins is-equal-shallow@0.1.3
85366 verbose linkMans is-equal-shallow@0.1.3
85367 silly build is-property@1.0.2
85368 info linkStuff is-property@1.0.2
85369 silly linkStuff is-property@1.0.2 has D:\zhongzi\node_modules as its parent node_modules
85370 verbose linkBins is-property@1.0.2
85371 verbose linkMans is-property@1.0.2
85372 silly build generate-object-property@1.2.0
85373 info linkStuff generate-object-property@1.2.0
85374 silly linkStuff generate-object-property@1.2.0 has D:\zhongzi\node_modules as its parent node_modules
85375 verbose linkBins generate-object-property@1.2.0
85376 verbose linkMans generate-object-property@1.2.0
85377 silly build is-redirect@1.0.0
85378 info linkStuff is-redirect@1.0.0
85379 silly linkStuff is-redirect@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85380 verbose linkBins is-redirect@1.0.0
85381 verbose linkMans is-redirect@1.0.0
85382 silly build is-relative@0.1.3
85383 info linkStuff is-relative@0.1.3
85384 silly linkStuff is-relative@0.1.3 has D:\zhongzi\node_modules as its parent node_modules
85385 verbose linkBins is-relative@0.1.3
85386 verbose linkMans is-relative@0.1.3
85387 silly build is-absolute@0.1.7
85388 info linkStuff is-absolute@0.1.7
85389 silly linkStuff is-absolute@0.1.7 has D:\zhongzi\node_modules as its parent node_modules
85390 verbose linkBins is-absolute@0.1.7
85391 verbose linkMans is-absolute@0.1.7
85392 silly build is-retry-allowed@1.0.0
85393 info linkStuff is-retry-allowed@1.0.0
85394 silly linkStuff is-retry-allowed@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85395 verbose linkBins is-retry-allowed@1.0.0
85396 verbose linkMans is-retry-allowed@1.0.0
85397 silly build is-stream@1.1.0
85398 info linkStuff is-stream@1.1.0
85399 silly linkStuff is-stream@1.1.0 has D:\zhongzi\node_modules as its parent node_modules
85400 verbose linkBins is-stream@1.1.0
85401 verbose linkMans is-stream@1.1.0
85402 silly build is-svg@1.1.1
85403 info linkStuff is-svg@1.1.1
85404 silly linkStuff is-svg@1.1.1 has D:\zhongzi\node_modules as its parent node_modules
85405 verbose linkBins is-svg@1.1.1
85406 verbose linkMans is-svg@1.1.1
85407 silly build is-tar@1.0.0
85408 info linkStuff is-tar@1.0.0
85409 silly linkStuff is-tar@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85410 verbose linkBins is-tar@1.0.0
85411 verbose linkMans is-tar@1.0.0
85412 silly build is-typedarray@1.0.0
85413 info linkStuff is-typedarray@1.0.0
85414 silly linkStuff is-typedarray@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85415 verbose linkBins is-typedarray@1.0.0
85416 verbose linkMans is-typedarray@1.0.0
85417 silly build is-url@1.2.1
85418 info linkStuff is-url@1.2.1
85419 silly linkStuff is-url@1.2.1 has D:\zhongzi\node_modules as its parent node_modules
85420 verbose linkBins is-url@1.2.1
85421 verbose linkMans is-url@1.2.1
85422 silly build is-utf8@0.2.1
85423 info linkStuff is-utf8@0.2.1
85424 silly linkStuff is-utf8@0.2.1 has D:\zhongzi\node_modules as its parent node_modules
85425 verbose linkBins is-utf8@0.2.1
85426 verbose linkMans is-utf8@0.2.1
85427 silly build is-valid-glob@0.3.0
85428 info linkStuff is-valid-glob@0.3.0
85429 silly linkStuff is-valid-glob@0.3.0 has D:\zhongzi\node_modules as its parent node_modules
85430 verbose linkBins is-valid-glob@0.3.0
85431 verbose linkMans is-valid-glob@0.3.0
85432 silly build is-zip@1.0.0
85433 info linkStuff is-zip@1.0.0
85434 silly linkStuff is-zip@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85435 verbose linkBins is-zip@1.0.0
85436 verbose linkMans is-zip@1.0.0
85437 silly build isarray@1.0.0
85438 info linkStuff isarray@1.0.0
85439 silly linkStuff isarray@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85440 verbose linkBins isarray@1.0.0
85441 verbose linkMans isarray@1.0.0
85442 silly build isexe@1.1.2
85443 info linkStuff isexe@1.1.2
85444 silly linkStuff isexe@1.1.2 has D:\zhongzi\node_modules as its parent node_modules
85445 verbose linkBins isexe@1.1.2
85446 verbose linkMans isexe@1.1.2
85447 silly build isobject@2.1.0
85448 info linkStuff isobject@2.1.0
85449 silly linkStuff isobject@2.1.0 has D:\zhongzi\node_modules as its parent node_modules
85450 verbose linkBins isobject@2.1.0
85451 verbose linkMans isobject@2.1.0
85452 silly build isstream@0.1.2
85453 info linkStuff isstream@0.1.2
85454 silly linkStuff isstream@0.1.2 has D:\zhongzi\node_modules as its parent node_modules
85455 verbose linkBins isstream@0.1.2
85456 verbose linkMans isstream@0.1.2
85457 silly build commander@0.6.1
85458 info linkStuff commander@0.6.1
85459 silly linkStuff commander@0.6.1 has D:\zhongzi\node_modules\jade\node_modules as its parent node_modules
85460 verbose linkBins commander@0.6.1
85461 verbose linkMans commander@0.6.1
85462 silly build mkdirp@0.3.0
85463 info linkStuff mkdirp@0.3.0
85464 silly linkStuff mkdirp@0.3.0 has D:\zhongzi\node_modules\jade\node_modules as its parent node_modules
85465 verbose linkBins mkdirp@0.3.0
85466 verbose linkMans mkdirp@0.3.0
85467 silly build jade@0.26.3
85468 info linkStuff jade@0.26.3
85469 silly linkStuff jade@0.26.3 has D:\zhongzi\node_modules as its parent node_modules
85470 verbose linkBins jade@0.26.3
85471 verbose link bins [ { jade: './bin/jade' },
85471 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
85471 verbose link bins   false ]
85472 verbose linkMans jade@0.26.3
85473 silly build jit-grunt@0.9.1
85474 info linkStuff jit-grunt@0.9.1
85475 silly linkStuff jit-grunt@0.9.1 has D:\zhongzi\node_modules as its parent node_modules
85476 verbose linkBins jit-grunt@0.9.1
85477 verbose linkMans jit-grunt@0.9.1
85478 silly build js-base64@2.1.9
85479 info linkStuff js-base64@2.1.9
85480 silly linkStuff js-base64@2.1.9 has D:\zhongzi\node_modules as its parent node_modules
85481 verbose linkBins js-base64@2.1.9
85482 verbose linkMans js-base64@2.1.9
85483 silly build js-tokens@1.0.1
85484 info linkStuff js-tokens@1.0.1
85485 silly linkStuff js-tokens@1.0.1 has D:\zhongzi\node_modules as its parent node_modules
85486 verbose linkBins js-tokens@1.0.1
85487 verbose linkMans js-tokens@1.0.1
85488 silly build jsbn@0.1.0
85489 info linkStuff jsbn@0.1.0
85490 silly linkStuff jsbn@0.1.0 has D:\zhongzi\node_modules as its parent node_modules
85491 verbose linkBins jsbn@0.1.0
85492 verbose linkMans jsbn@0.1.0
85493 silly build jodid25519@1.0.2
85494 info linkStuff jodid25519@1.0.2
85495 silly linkStuff jodid25519@1.0.2 has D:\zhongzi\node_modules as its parent node_modules
85496 verbose linkBins jodid25519@1.0.2
85497 verbose linkMans jodid25519@1.0.2
85498 silly build ecc-jsbn@0.1.1
85499 info linkStuff ecc-jsbn@0.1.1
85500 silly linkStuff ecc-jsbn@0.1.1 has D:\zhongzi\node_modules as its parent node_modules
85501 verbose linkBins ecc-jsbn@0.1.1
85502 verbose linkMans ecc-jsbn@0.1.1
85503 silly build jsesc@0.5.0
85504 info linkStuff jsesc@0.5.0
85505 silly linkStuff jsesc@0.5.0 has D:\zhongzi\node_modules as its parent node_modules
85506 verbose linkBins jsesc@0.5.0
85507 verbose link bins [ { jsesc: 'bin/jsesc' },
85507 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
85507 verbose link bins   false ]
85508 verbose linkMans jsesc@0.5.0
85509 silly build json-schema@0.2.2
85510 info linkStuff json-schema@0.2.2
85511 silly linkStuff json-schema@0.2.2 has D:\zhongzi\node_modules as its parent node_modules
85512 verbose linkBins json-schema@0.2.2
85513 verbose linkMans json-schema@0.2.2
85514 silly build json-stringify-safe@5.0.1
85515 info linkStuff json-stringify-safe@5.0.1
85516 silly linkStuff json-stringify-safe@5.0.1 has D:\zhongzi\node_modules as its parent node_modules
85517 verbose linkBins json-stringify-safe@5.0.1
85518 verbose linkMans json-stringify-safe@5.0.1
85519 silly build json3@3.2.6
85520 info linkStuff json3@3.2.6
85521 silly linkStuff json3@3.2.6 has D:\zhongzi\node_modules as its parent node_modules
85522 verbose linkBins json3@3.2.6
85523 verbose linkMans json3@3.2.6
85524 silly build json5@0.4.0
85525 info linkStuff json5@0.4.0
85526 silly linkStuff json5@0.4.0 has D:\zhongzi\node_modules as its parent node_modules
85527 verbose linkBins json5@0.4.0
85528 verbose link bins [ { json5: 'lib/cli.js' },
85528 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
85528 verbose link bins   false ]
85529 verbose linkMans json5@0.4.0
85530 silly build jsonfile@2.3.1
85531 info linkStuff jsonfile@2.3.1
85532 silly linkStuff jsonfile@2.3.1 has D:\zhongzi\node_modules as its parent node_modules
85533 verbose linkBins jsonfile@2.3.1
85534 verbose linkMans jsonfile@2.3.1
85535 silly build jsonify@0.0.0
85536 info linkStuff jsonify@0.0.0
85537 silly linkStuff jsonify@0.0.0 has D:\zhongzi\node_modules as its parent node_modules
85538 verbose linkBins jsonify@0.0.0
85539 verbose linkMans jsonify@0.0.0
85540 silly build json-stable-stringify@1.0.1
85541 info linkStuff json-stable-stringify@1.0.1
85542 silly linkStuff json-stable-stringify@1.0.1 has D:\zhongzi\node_modules as its parent node_modules
85543 verbose linkBins json-stable-stringify@1.0.1
85544 verbose linkMans json-stable-stringify@1.0.1
85545 silly build jsonpointer@2.0.0
85546 info linkStuff jsonpointer@2.0.0
85547 silly linkStuff jsonpointer@2.0.0 has D:\zhongzi\node_modules as its parent node_modules
85548 verbose linkBins jsonpointer@2.0.0
85549 verbose linkMans jsonpointer@2.0.0
85550 silly build kew@0.7.0
85551 info linkStuff kew@0.7.0
85552 silly linkStuff kew@0.7.0 has D:\zhongzi\node_modules as its parent node_modules
85553 verbose linkBins kew@0.7.0
85554 verbose linkMans kew@0.7.0
85555 silly build kind-of@3.0.3
85556 info linkStuff kind-of@3.0.3
85557 silly linkStuff kind-of@3.0.3 has D:\zhongzi\node_modules as its parent node_modules
85558 verbose linkBins kind-of@3.0.3
85559 verbose linkMans kind-of@3.0.3
85560 silly build is-number@2.1.0
85561 info linkStuff is-number@2.1.0
85562 silly linkStuff is-number@2.1.0 has D:\zhongzi\node_modules as its parent node_modules
85563 verbose linkBins is-number@2.1.0
85564 verbose linkMans is-number@2.1.0
85565 silly build klaw@1.2.0
85566 info linkStuff klaw@1.2.0
85567 silly linkStuff klaw@1.2.0 has D:\zhongzi\node_modules as its parent node_modules
85568 verbose linkBins klaw@1.2.0
85569 verbose linkMans klaw@1.2.0
85570 silly build lazy-cache@1.0.4
85571 info linkStuff lazy-cache@1.0.4
85572 silly linkStuff lazy-cache@1.0.4 has D:\zhongzi\node_modules as its parent node_modules
85573 verbose linkBins lazy-cache@1.0.4
85574 verbose linkMans lazy-cache@1.0.4
85575 silly build lazy-req@1.1.0
85576 info linkStuff lazy-req@1.1.0
85577 silly linkStuff lazy-req@1.1.0 has D:\zhongzi\node_modules as its parent node_modules
85578 verbose linkBins lazy-req@1.1.0
85579 verbose linkMans lazy-req@1.1.0
85580 silly build lcid@1.0.0
85581 info linkStuff lcid@1.0.0
85582 silly linkStuff lcid@1.0.0 has D:\zhongzi\node_modules as its parent node_modules
85583 verbose linkBins lcid@1.0.0
85584 verbose linkMans lcid@1.0.0
85585 silly build leven@1.0.2
85586 info linkStuff leven@1.0.2
85587 silly linkStuff leven@1.0.2 has D:\zhongzi\node_modules as its parent node_modules
85588 verbose linkBins leven@1.0.2
85589 verbose link bins [ { leven: 'cli.js' }, 'D:\\zhongzi\\node_modules\\.bin', false ]
85590 verbose linkMans leven@1.0.2
85591 silly build babel-plugin-undeclared-variables-check@1.0.2
85592 info linkStuff babel-plugin-undeclared-variables-check@1.0.2
85593 silly linkStuff babel-plugin-undeclared-variables-check@1.0.2 has D:\zhongzi\node_modules as its parent node_modules
85594 verbose linkBins babel-plugin-undeclared-variables-check@1.0.2
85595 verbose linkMans babel-plugin-undeclared-variables-check@1.0.2
85596 silly build limiter@1.1.0
85597 info linkStuff limiter@1.1.0
85598 silly linkStuff limiter@1.1.0 has D:\zhongzi\node_modules as its parent node_modules
85599 verbose linkBins limiter@1.1.0
85600 verbose linkMans limiter@1.1.0
85601 silly build graceful-fs@4.1.4
85602 info linkStuff graceful-fs@4.1.4
85603 silly linkStuff graceful-fs@4.1.4 has D:\zhongzi\node_modules\load-json-file\node_modules as its parent node_modules
85604 verbose linkBins graceful-fs@4.1.4
85605 verbose linkMans graceful-fs@4.1.4
85606 silly build lodash@0.9.2
85607 info linkStuff lodash@0.9.2
85608 silly linkStuff lodash@0.9.2 has D:\zhongzi\node_modules as its parent node_modules
85609 verbose linkBins lodash@0.9.2
85610 verbose linkMans lodash@0.9.2
85611 silly build lodash._arraycopy@3.0.0
85612 info linkStuff lodash._arraycopy@3.0.0
85613 silly linkStuff lodash._arraycopy@3.0.0 has D:\zhongzi\node_modules as its parent node_modules
85614 verbose linkBins lodash._arraycopy@3.0.0
85615 verbose linkMans lodash._arraycopy@3.0.0
